Gene,Transcript,Prot_length
FAM104B,NM_001166699,116
FAM104B,NM_001166700,116
FAM104B,NM_001166701,115
FAM104B,NM_001166702,112
FAM104B,NM_001166703,114
FAM104B,NM_001166704,46
NLGN3,NM_001166660,808
ATXN10,NM_001167621,411
ATP2B3,NM_021949,1173
ATP2B3,NM_001001344,1220
GPR173,NM_018969,373
ZXDA,NM_007156,799
FHL1,NM_001167819,280
TRMT2B,NM_001167970,504
TRMT2B,NM_001167971,459
TRMT2B,NM_001167972,504
PQBP1,NM_144495,170
PQBP1,NM_001167989,264
PQBP1,NM_001167990,257
PQBP1,NM_001167992,165
KLHL13,NM_033495,655
KLHL13,NM_001168299,658
KLHL13,NM_001168300,649
KLHL13,NM_001168301,639
KLHL13,NM_001168302,639
KLHL13,NM_001168303,613
PCDH11X,NM_001168360,1339
PCDH11X,NM_001168361,1065
PCDH11X,NM_001168362,1310
PCDH11X,NM_001168363,1329
BEX2,NM_001168399,160
ASB9,NM_001168531,262
C1GALT1C1,NM_152692,318
TXLNG,NM_001168683,396
SCO2,NM_001169109,266
SCO2,NM_001169110,266
SCO2,NM_001169111,266
CDK16,NM_001170460,570
PIH1D3,NM_001169154,214
CXorf58,NM_152761,332
CXorf58,NM_001169574,330
VSIG1,NM_001170553,423
AFF2,NM_001170628,952
LAS1L,NM_001170649,717
LAS1L,NM_001170650,675
MBNL3,NM_018388,354
MBNL3,NM_133486,334
MBNL3,NM_001170702,292
MBNL3,NM_001170703,258
SRPX,NM_001170750,444
SRPX,NM_001170751,405
SRPX,NM_001170752,379
MAP3K15,NM_001001671,1313
PIN4,NM_001170747,133
FAM122B,NM_145284,248
FAM122B,NM_001166600,241
FAM122B,NM_001170756,266
SRPK3,NM_001170761,533
FAM122C,NM_001170780,115
CXorf56,NM_001170569,173
TENT5D,NM_152630,389
TENT5D,NM_001170574,389
IGSF1,NM_001170961,1341
IGSF1,NM_001170963,242
ASMT,NM_001171039,298
CLDN2,NM_001171092,230
CLDN2,NM_001171095,230
ZBED1,NM_001171135,694
GPR119,NM_178471,335
FAM133A,NM_001171111,248
ZMYM3,NM_005096,1370
ZMYM3,NM_001171162,1358
ZMYM3,NM_001171163,495
GPR50,NM_004224,617
DRP2,NM_001171184,879
RTL9,NM_020769,1388
MAGEB1,NM_177415,347
FAM9A,NM_174951,332
FAM9A,NM_001171186,332
SMIM9,NM_001162936,99
GDPD2,NM_017711,539
GDPD2,NM_001171191,460
GDPD2,NM_001171192,590
GDPD2,NM_001171193,460
ITM2A,NM_001171581,219
FRMPD4,NM_014728,1322
CYB5R3,NM_001129819,278
CYB5R3,NM_007326,278
CYB5R3,NM_001171660,334
CYB5R3,NM_001171661,278
GCAT,NM_014291,419
GCAT,NM_001171690,445
MCF2,NM_001171877,821
MCF2,NM_001171878,860
MCF2,NM_001171879,941
USP51,NM_201286,711
PRRG3,NM_024082,231
GLRA2,NM_001171942,363
GLRA4,NM_001172285,342
SLITRK2,NM_001144006,845
SLITRK2,NM_001144008,845
SLITRK2,NM_001144009,845
SLITRK2,NM_001144010,845
PHKA1,NM_001172436,1151
GGA1,NM_001001560,552
GGA1,NM_001172687,635
PWWP3B,NM_152423,696
PRPS2,NM_002765,318
PRPS2,NM_001039091,321
RAI2,NM_001172732,480
RAI2,NM_001172739,530
RAI2,NM_001172743,530
ASMTL,NM_001173473,563
PDK3,NM_005391,406
IL2RG,NM_000206,369
PRRG1,NM_001173490,218
PNPLA4,NM_001172672,166
NKRF,NM_001173487,705
NKRF,NM_001173488,690
MAP7D3,NM_001173516,858
MAP7D3,NM_001173517,841
PDHA1,NM_001173454,428
PDHA1,NM_001173455,397
PDHA1,NM_001173456,359
PRRG1,NM_001173489,218
STARD8,NM_001142503,1103
STARD8,NM_014725,1023
DMD,NM_004020,1115
MOSPD2,NM_001177475,455
MAGEB10,NM_182506,347
SH2D1A,NM_001114937,125
SH2D1A,NM_002351,128
PNPLA5,NM_001177675,315
RPA4,NM_013347,261
FAM47C,NM_001013736,1035
ZFX,NM_001178085,805
ZFX,NM_001178086,576
ZNF81,NM_007137,661
ZC3H12B,NM_001010888,836
ZNF185,NM_001178106,721
ZNF185,NM_001178107,692
ZNF185,NM_001178108,690
ZNF185,NM_007150,689
ZNF185,NM_001178109,660
ZNF185,NM_001178110,630
ZNF185,NM_001178113,468
ZNF185,NM_001178115,327
GYG2,NM_001184702,469
GYG2,NM_001184703,430
GYG2,NM_001184704,244
FAM47A,NM_203408,791
TCN2,NM_001184726,400
WNK3,NM_020922,1800
BEND2,NM_001184767,645
ARMCX6,NM_001184768,300
CPXCR1,NM_001184771,301
BCLAF3,NM_198279,682
RADX,NM_001184782,758
CD99L2,NM_001184808,189
ADGRG2,NM_001184833,1001
ADGRG2,NM_001184836,993
VSIG4,NM_001184830,321
PHF8,NM_001184896,1060
PHF8,NM_001184897,948
WDR44,NM_001184966,824
PACSIN2,NM_007229,486
PACSIN2,NM_001184971,445
AIFM1,NM_145812,609
FMR1,NM_001185075,537
FMR1,NM_001185076,611
ZNF275,NM_001080485,329
BCORL1,NM_021946,1711
PIGA,NM_002641,484
PIGA,NM_020473,250
MID1,NM_001098624,667
MID1,NM_001193277,667
MID1,NM_001193278,540
MID1,NM_001193279,489
MID1,NM_001193280,451
MID1,NM_001193281,228
APOBEC3A_B,NM_001193289,199
TMEM184B,NM_001195071,407
UPF3B,NM_023010,470
YIPF6,NM_001195214,193
RAB9A,NM_001195328,201
DCX,NM_178151,360
DCX,NM_000555,441
TRPC5OS,NM_001195576,111
TRPC5OS,NM_001195577,111
PRR5,NM_001017528,379
PRR5,NM_001017529,293
ARHGAP8,NM_001198726,305
ARMCX5-GPRASP2,NM_001199818,838
GPRASP2,NM_001184874,838
GPRASP2,NM_001184875,838
RPL36A,NM_001199972,106
HNRNPH2,NM_001032393,449
ARSF,NM_004042,590
ARSF,NM_001201538,590
ASB11,NM_001012428,302
AIFM1,NM_001130847,324
PIR,NM_003662,290
SEC14L2,NM_033382,392
XIAP,NM_001167,497
XIAP,NM_001204401,497
PRPS1,NM_001204402,114
RBM10,NM_001204468,995
SSR4,NM_001204526,184
XPNPEP3,NM_001204827,55
PSMD10,NM_170750,151
GK,NM_203391,530
GK,NM_000167,524
GK,NM_001128127,553
GK,NM_001205019,559
SMTN,NM_001207017,1002
SMTN,NM_001207018,971
C22orf23,NM_001207062,196
EDA2R,NM_001199687,297
EDA2R,NM_001242310,318
PHF21B,NM_001242450,477
CD99L2,NM_001242614,272
BRCC3,NM_024332,316
BRCC3,NM_001018055,291
BRCC3,NM_001242640,292
PARVB,NM_001003828,397
PARVB,NM_013327,364
PARVB,NM_001243385,327
PARVB,NM_001243386,289
BEX4,NM_001127688,120
ZC4H2,NM_001178033,176
CBLL2,NM_152577,425
LRCH2,NM_001243963,748
MAGEA10,NM_001011543,369
MAGEA5,NM_021049,124
UXT,NM_004182,157
NDUFB11,NM_019056,163
NDUFB11,NM_001135998,153
TEF,NM_001145398,273
SNX12,NM_001256185,162
SNX12,NM_001256186,92
SNX12,NM_001256187,96
SNX12,NM_001256188,158
ARAF,NM_001256196,609
ARAF,NM_001256197,186
SLC5A1,NM_001256314,537
BCAP31,NM_001139457,313
TSPO,NM_001256530,169
TSPO,NM_001256531,169
CLCN4,NM_001256944,666
ELK1,NM_001114123,428
ELK1,NM_005229,428
ELK1,NM_001257168,95
SHANK3,NM_033517,1731
ALG13,NM_001257231,1059
ALG13,NM_001257234,954
ALG13,NM_001257237,954
SEC14L3,NM_001257378,323
SEC14L3,NM_001257379,341
SEC14L3,NM_001257382,341
TYMP,NM_001257988,482
TYMP,NM_001257989,487
FBXO7,NM_001257990,408
SFI1,NM_001258325,1187
SMS,NM_001258423,313
IL3RA,NM_001267713,300
MAOA,NM_000240,527
MAOA,NM_001270458,394
TST,NM_001270483,297
TRO,NM_001271183,962
RAP2C,NM_001271187,117
HAUS7,NM_017518,368
CYLC1,NM_001271680,68
MAGEB5,NM_001271752,275
PFKFB1,NM_001271805,406
NOX1,NM_001271815,527
CCDC120,NM_033626,630
CCDC120,NM_001163322,649
CCDC120,NM_001271835,630
ERAS,NM_181532,233
PARVG,NM_001137605,331
LPAR4,NM_001278000,370
L1CAM,NM_024003,1253
L1CAM,NM_001143963,1248
DMC1,NM_001278208,285
ST13,NM_001278589,359
POLDIP3,NM_001278657,438
KDELR3,NM_016657,220
TCF20,NM_181492,1938
TSPAN6,NM_001278741,157
TSPAN6,NM_001278742,137
TSPAN6,NM_001278743,129
H2BW1,NM_001002916,175
SMC1A,NM_001281463,1211
ENOX2,NM_006375,581
ENOX2,NM_182314,610
ENOX2,NM_001281736,581
NLGN4X,NM_020742,816
NLGN4X,NM_001282146,816
RIBC1,NM_001267053,238
FTSJ1,NM_001282157,192
SUV39H1,NM_001282166,423
CLCN5,NM_001282163,766
JADE3,NM_001077445,823
MSL3,NM_001193270,509
MSL3,NM_001282174,372
TIMM17B,NM_001167947,222
CYSLTR1,NM_001282186,337
MAGIX,NM_024859,334
MAGIX,NM_001099681,258
MAGIX,NM_001099682,253
SLC25A14,NM_001282198,290
SLC25A14,NM_001282197,353
ZNF630,NM_001037735,657
ZNF630,NM_001190255,643
ATP7A,NM_001282224,1422
UBE2NL,NM_001012989,153
SLITRK4,NM_001184750,837
TMEM185A,NM_001174092,291
FAM3A,NM_001171134,213
MAMLD1,NM_005491,774
MAMLD1,NM_001177466,749
PES1,NM_001282327,449
PES1,NM_001282328,449
STAG2,NM_001042749,1268
LAGE3,NM_006014,143
CTAG2,NM_172377,180
SCML1,NM_001037535,208
BEX3,NM_206915,111
SLC35A2,NM_001282648,218
BEX3,NM_001282674,191
G6PD,NM_000402,545
IKBKG,NM_003639,419
PGRMC1,NM_001282621,143
ARSL,NM_001282628,614
MID1IP1,NM_021242,183
KCTD17,NM_001282684,321
KCTD17,NM_024681,297
KCTD17,NM_001282685,225
KCTD17,NM_001282686,220
SLC25A17,NM_001282726,270
SLC25A17,NM_001282727,234
OSBP2,NM_001282738,750
OSBP2,NM_001282741,659
OSBP2,NM_001282742,460
POLR3H,NM_138338,204
POLR3H,NM_001282884,204
POLR3H,NM_001282885,204
POLR3H,NM_001018052,175
RGN,NM_004683,299
RGN,NM_001282848,246
RGN,NM_001282849,227
TBC1D22A,NM_001284305,470
INPP5J,NM_001284287,571
INPP5J,NM_001284288,639
TBC1D22A,NM_001284303,439
TBC1D22A,NM_001284304,487
INPP5J,NM_001284286,939
INPP5J,NM_001284289,639
INPP5J,NM_001002837,638
ATF4,NM_182810,351
BTK,NM_001287344,693
BTK,NM_001287345,483
COL4A6,NM_001287758,1707
COL4A6,NM_001287759,1666
COL4A6,NM_001287760,1633
DKC1,NM_001288747,420
MPC1L,NM_001195522,136
XRCC6,NM_001288978,559
LONRF3,NM_024778,718
LONRF3,NM_001289109,503
TLR8,NM_138636,1041
MED14OS,NM_001289773,135
ZNF75D,NM_001185063,415
ATF4,NM_001675,351
CRLF2,NM_001012288,259
SSTR3,NM_001278687,418
TEX13A,NM_031274,409
TEX13A,NM_001291277,409
MAGEA12,NM_001166386,314
ARMCX4,NM_001256155,2290
KDM6A,NM_001291416,1408
KDM6A,NM_021140,1401
KDM6A,NM_001291417,1356
KDM6A,NM_001291418,1322
KDM6A,NM_001291421,1105
GAGE10,NM_001098413,116
SPANXN2,NM_001009615,180
CT45A10,NM_001291528,189
CT45A10,NM_001291527,189
CT45A10,NM_001291529,189
CT45A10,NM_001291530,189
GRAP2,NM_001291825,330
SAT1,NM_002970,171
PCDH11X,NM_032968,1347
PCDH11X,NM_032969,1337
FAM9B,NM_205849,186
CHIC1,NM_001300884,204
TCEAL4,NM_001300901,358
PBDC1,NM_001300888,232
HMGB3,NM_001301228,200
APOBEC3H,NM_001166004,154
MYH9,NM_002473,1960
PRR5-ARHGAP8,NM_181334,564
DDX3X,NM_001356,662
C22orf24,NM_015372,160
C22orf24,NM_001302820,98
C22orf24,NM_001302819,227
APOL2,NM_145637,337
PLP1,NM_001128834,277
TBX22,NM_001303475,400
PDZD4,NM_001303516,688
PDZD4,NM_001303512,775
PDZD4,NM_001303515,694
PDZD4,NM_001303514,660
DNASE1L1,NM_001009932,302
DNASE1L1,NM_001009934,302
PAGE3,NM_001303613,113
PAGE3,NM_001171252,113
VBP1,NM_001303543,233
VBP1,NM_001303544,192
VBP1,NM_001303545,160
PAGE3,NM_001017931,113
RPL10,NM_001256577,216
RPL10,NM_001256580,178
RPL10,NM_001303625,214
RPL10,NM_001303626,145
HTR2C,NM_000868,458
HTR2C,NM_001256760,458
HTR2C,NM_001256761,248
CENPM,NM_001002876,107
CENPM,NM_001110215,58
CENPM,NM_001304370,146
CENPM,NM_001304372,125
CENPM,NM_001304373,73
MIEF1,NM_001304564,478
MIEF1,NM_019008,463
CCDC134,NM_001304797,116
BRD1,NM_001304809,1058
NUDT10,NM_153183,164
SPRY3,NM_005840,288
SPRY3,NM_001304990,288
VCX2,NM_016378,139
PLP1,NM_001305004,222
TCEAL4,NM_024863,215
TCEAL4,NM_001006935,215
TCEAL4,NM_001006937,215
TCEAL4,NM_001305840,215
TCEAL4,NM_001305841,215
TCEAL4,NM_001305842,215
MTMR1,NM_001306145,363
FRMD7,NM_001306193,699
CSTF2,NM_001306206,597
CSTF2,NM_001306209,560
UPRT,NM_001307944,281
BCORL1,NM_001184772,1785
AIFM1,NM_001130846,274
F9,NM_001313913,423
TCF20,NM_005650,1960
PDGFB,NM_033016,226
PLAC1,NM_001316889,212
PLAC1,NM_001316887,212
PLAC1,NM_001316888,212
ADSL,NM_001123378,425
ADSL,NM_001317923,420
MAGEA6,NM_175868,314
MAGEA6,NM_005363,314
GAL3ST1,NM_001318109,448
CCDC157,NM_001017437,752
TSC22D3,NM_001318468,200
TSC22D3,NM_001318470,200
CENPI,NM_006733,756
CENPI,NM_001318521,742
CENPI,NM_001318523,522
GPM6B,NM_001001996,305
GPM6B,NM_005278,265
GPM6B,NM_001318729,269
PAGE4,NM_007003,102
PAGE4,NM_001318877,102
LOC645188,NM_001318917,151
MORC2,NM_014941,970
MORC2,NM_001303257,1029
SHROOM2,NM_001320664,450
STS,NM_001320751,590
STS,NM_001320753,578
STS,NM_001320754,578
CHM,NM_001320959,505
HDAC6,NM_001321229,1215
ATG4A,NM_178270,336
ATG4A,NM_001321287,321
ATG4A,NM_178271,321
ATG4A,NM_001321288,321
ATG4A,NM_001321289,259
ATG4A,NM_001321290,226
ZNF41,NM_001324140,779
ZNF41,NM_001324154,813
ZNF41,NM_001324145,693
KLF8,NM_001324099,252
KLF8,NM_001324100,275
ZNF41,NM_001324144,779
ZNF41,NM_001324141,693
KLF8,NM_001324105,356
ZNF41,NM_001324149,693
ZNF41,NM_001324139,693
ZNF41,NM_001324151,789
KLF8,NM_001324102,359
ZNF41,NM_001324142,781
ZNF41,NM_153380,779
ZNF41,NM_001324143,693
ZNF41,NM_001324156,745
ZNF41,NM_001324157,743
ZNF41,NM_001324150,779
FANCB,NM_001324162,859
KLF8,NM_001159296,257
KLF8,NM_001324104,364
ZNF41,NM_001324147,779
ZNF41,NM_001324153,789
KLF8,NM_007250,359
ZNF41,NM_001324155,821
ZNF41,NM_001324148,781
ZNF41,NM_001324152,693
ZNF41,NM_007130,779
FANCB,NM_152633,859
RBM41,NM_001324243,472
P2RY10,NM_198333,339
EOLA1,NM_001171909,146
PAK3,NM_001128167,544
PAK3,NM_001128172,565
PAK3,NM_001128166,544
ALG13,NM_001324293,896
SLC35E4,NM_001318370,234
PISD,NM_001326412,388
PISD,NM_001326421,296
PISD,NM_001326411,409
MMGT1,NM_173470,131
OFD1,NM_001330209,972
OFD1,NM_001330210,872
RPS6KA6,NM_001330512,745
CUL4B,NM_001330624,900
ARHGAP36,NM_001330651,411
ZIC3,NM_001330661,457
FAM122B,NM_001331093,222
FAM122B,NM_001331090,227
FAM122B,NM_001331091,226
FAM122B,NM_001166599,247
FAM122B,NM_001331089,270
FAM122B,NM_001331092,242
FAM122B,NM_001331088,271
FAM122B,NM_001331094,223
IL2RB,NM_001346222,551
TSR2,NM_001346789,188
TSR2,NM_001346792,96
TSR2,NM_001346790,96
TSR2,NM_001346791,96
MAPK12,NM_001303252,357
TBC1D25,NM_001348263,692
TBC1D25,NM_001348265,630
TBC1D25,NM_001348264,630
TCEAL7,NM_001348258,100
TBC1D25,NM_001348262,704
AR,NM_001011645,388
AR,NM_001348061,644
AR,NM_001348063,648
AR,NM_001348064,572
APOBEC3G,NM_001349436,373
APOBEC3G,NM_001349437,317
ANKRD54,NM_001349853,235
FAM118A,NM_001349916,371
FAM118A,NM_001349914,358
FAM118A,NM_001104595,357
FAM118A,NM_001349915,283
FAM118A,NM_001349913,357
PLA2G6,NM_001004426,752
BRD1,NM_001349941,1184
BRD1,NM_001349940,1107
BRD1,NM_001349942,675
RBFOX2,NM_001349999,447
PACSIN2,NM_001349968,447
PACSIN2,NM_001349969,488
PACSIN2,NM_001349970,488
PACSIN2,NM_001349971,447
PACSIN2,NM_001349972,447
PACSIN2,NM_001349973,447
PACSIN2,NM_001349974,406
RBFOX2,NM_001082579,450
A4GALT,NM_001318038,353
ARMCX5-GPRASP2,NM_001350270,547
TTLL8,NM_001350317,752
CACNG2,NM_006078,323
CHIC1,NM_001039840,224
FRMPD3,NM_032428,1810
CCDC160,NM_001101357,325
SEC14L6,NM_001193336,397
SHISA8,NM_001207020,397
SUPT20HL2,NM_001136233,843
TEX13C,NM_001195272,993
SUPT20HL1,NM_001136234,913
PPARA,NM_001001928,468
LARGE1,NM_004737,756
LARGE1,NM_133642,756
ALAS2,NM_000032,587
ATRX,NM_000489,2492
SH3BP1,NM_018957,701
ABCB7,NM_004299,753
DEPDC5,NM_001007188,559
DEPDC5,NM_001136029,1594
DEPDC5,NM_014662,1572
XK,NM_021083,444
PAGE5,NM_130467,130
PAGE5,NM_001013435,110
COX7B,NM_001866,80
RFPL2,NM_001159546,288
RFPL2,NM_001159545,288
CYP2D6,NM_000106,497
AMER1,NM_152424,1135
GPR174,NM_032553,333
GRAMD4,NM_015124,578
RASD2,NM_014310,266
ADSL,NM_000026,484
TOM1,NM_005488,492
TSR2,NM_058163,191
CERK,NM_022766,537
SLC25A14,NM_001282195,325
FAM9C,NM_174901,166
HMGB3,NM_005342,200
UBA1,NM_003334,1058
ZNF280C,NM_017666,737
APOOL,NM_198450,268
UTP14A,NM_006649,771
VSIG4,NM_007268,399
CSF2RB,NM_000395,897
TTLL12,NM_015140,644
PLS3,NM_005032,630
YIPF6,NM_173834,236
C1GALT1C1,NM_001011551,318
SYCE3,NM_001123225,88
NUDT11,NM_018159,164
POLR2F,NM_021974,127
GPRASP1,NM_001184727,1395
IGSF1,NM_001555,1336
TXLNG,NM_018360,528
AMMECR1,NM_015365,333
MTMR8,NM_017677,704
TIMM8A,NM_004085,97
UPK3A,NM_006953,287
APOBEC3A,NM_145699,199
MAGEA12,NM_001166387,314
GYG2,NM_001079855,470
TLR7,NM_016562,1049
ARHGAP36,NM_144967,547
GABRA3,NM_000808,492
MTCP1,NM_001018025,107
BEX4,NM_001080425,120
MORC4,NM_024657,937
PDXP,NM_020315,296
CFAP47,NM_001304548,3187
CYB5R3,NM_000398,301
PLXNA3,NM_017514,1871
ATP6AP1,NM_001183,470
SEC14L2,NM_012429,403
SYTL5,NM_138780,730
TEF,NM_003216,303
TMLHE,NM_018196,421
SMS,NM_004595,366
EIF3D,NM_003753,548
ESX1,NM_153448,406
ANOS1,NM_000216,680
RENBP,NM_002910,427
TSPO,NM_000714,169
POLDIP3,NM_032311,421
SMPX,NM_014332,88
REPS2,NM_004726,660
CYTH4,NM_013385,394
SPANXN3,NM_001009609,141
POLR3H,NM_001018050,204
C22orf42,NM_001010859,251
SYAP1,NM_032796,352
GPR82,NM_080817,336
TST,NM_003312,297
SLC25A53,NM_001012755,307
CCDC134,NM_024821,229
TMSB15A,NM_021992,45
POF1B,NM_024921,589
KDELR3,NM_006855,214
RPS19BP1,NM_194326,136
TMEM164,NM_032227,297
RP2,NM_006915,350
CITED1,NM_001144887,193
CXCR3,NM_001504,368
XPNPEP3,NM_022098,507
FUNDC1,NM_173794,155
HMGXB4,NM_001003681,601
GDI1,NM_001493,447
MAGEA8,NM_005364,318
MXRA5,NM_015419,2828
ATXN10,NM_013236,475
PIM3,NM_001001852,326
APOBEC3D,NM_152426,386
SMIM10,NM_001163438,83
IL2RB,NM_000878,551
HPRT1,NM_000194,218
GLRA2,NM_002063,452
C1QTNF6,NM_031910,278
ZCCHC18,NM_001143978,403
NCF4,NM_000631,339
NUP50,NM_007172,468
INPP5J,NM_001284285,1006
SLC10A3,NM_019848,477
IRAK1,NM_001569,712
VEGFD,NM_004469,354
ATG4A,NM_052936,398
ARHGAP6,NM_013427,974
TNRC6B,NM_001162501,1833
RBM3,NM_006743,157
LIMK2,NM_005569,638
WDR13,NM_001347217,485
GPM6B,NM_001001995,328
MCF2,NM_005369,925
BGN,NM_001711,368
SGSM3,NM_015705,749
LGALS2,NM_006498,132
RPL3,NM_000967,403
ZIC3,NM_003413,467
PLA2G3,NM_015715,509
BEX5,NM_001012978,111
DCAF12L2,NM_001013628,463
DDX17,NM_006386,729
MB,NM_005368,154
UXT,NM_153477,169
CT83,NM_001017978,113
RAB9B,NM_016370,201
GTPBP1,NM_004286,669
NKAP,NM_024528,415
PNMA5,NM_001184924,448
PIR,NM_001018109,290
ACOT9,NM_001037171,448
TEX33,NM_001163857,280
MAGEA1,NM_004988,309
BHLHB9,NM_001142524,547
HDX,NM_001177479,690
TCEAL7,NM_152278,100
SF3A1,NM_005877,793
MAPK12,NM_002969,367
CXorf38,NM_144970,319
CBX7,NM_175709,251
FTHL17,NM_031894,183
RTL6,NM_032287,239
DIPK2B,NM_176819,433
UPRT,NM_145052,309
SAMM50,NM_015380,469
WNT7B,NM_058238,349
FAM118A,NM_017911,357
RBMX,NM_002139,391
TOMM22,NM_020243,142
PNPLA4,NM_004650,253
NDUFA1,NM_004541,70
DYNLT3,NM_006520,116
NCAPH2,NM_152299,605
BIK,NM_001197,160
NSDHL,NM_015922,373
FBXO7,NM_012179,522
SLC25A6,NM_001636,298
SLC9A7,NM_001257291,726
TOB2,NM_016272,344
ELFN2,NM_052906,820
SLC25A43,NM_145305,341
PRR5,NM_181333,388
SLITRK4,NM_001184749,837
RGN,NM_152869,299
PCSK1N,NM_013271,260
USP9X,NM_001039591,2554
ASMT,NM_001171038,373
LHFPL1,NM_178175,220
TAF9B,NM_015975,251
CENPM,NM_024053,180
ZC3H7B,NM_017590,977
WDR45,NM_001029896,360
ST13,NM_003932,369
PHEX,NM_000444,749
FMR1NB,NM_152578,255
CLIC2,NM_001289,247
A4GALT,NM_017436,353
UBL4A,NM_014235,157
SLC6A8,NM_005629,635
GAB3,NM_001081573,587
CSNK1E,NM_152221,416
FATE1,NM_033085,183
ZC4H2,NM_018684,224
KLHL4,NM_019117,718
HMOX1,NM_002133,288
FANCB,NM_001018113,859
HUWE1,NM_031407,4374
TMSB4X,NM_021109,44
EFCAB6,NM_022785,1501
MOSPD1,NM_019556,213
MCM5,NM_006739,734
EGFL6,NM_015507,553
NUDT10,NM_001304963,164
ARMCX2,NM_177949,632
UBE2A,NM_003336,152
PLAC1,NM_021796,212
PHETA2,NM_001002034,259
SCML1,NM_001037540,329
EIF2S3,NM_001415,472
SPIN3,NM_001010862,258
CDK16,NM_006201,496
IDH3G,NM_004135,393
CD99L2,NM_031462,262
PLXNB3,NM_005393,1909
PLP2,NM_002668,152
RBMX2,NM_016024,322
RBM10,NM_005676,930
MAP7D3,NM_024597,876
THOC2,NM_001081550,1593
XAGE3,NM_133179,111
AGTR2,NM_000686,363
TRMU,NM_018006,421
ARHGEF6,NM_004840,776
NLGN4X,NM_181332,816
LGALS1,NM_002305,135
SYNGR1,NM_004711,233
SLC6A14,NM_007231,642
BRS3,NM_001727,399
TMEM35A,NM_021637,167
NRK,NM_198465,1582
MEI1,NM_152513,1274
ARAF,NM_001654,606
SASH3,NM_018990,380
ITM2A,NM_004867,263
PHKA1,NM_002637,1223
RIBC1,NM_001031745,379
GABRQ,NM_018558,632
SLC16A2,NM_006517,539
SNU13,NM_001003796,128
CHADL,NM_138481,762
TRIOBP,NM_001039141,2365
OSBP2,NM_030758,916
TMEM47,NM_031442,181
BAIAP2L2,NM_025045,529
FAM199X,NM_207318,388
MPPED1,NM_001044370,326
TAB1,NM_006116,504
STK26,NM_016542,416
VAMP7,NM_005638,220
PIM2,NM_006875,311
TCEAL3,NM_032926,200
TCEAL5,NM_001012979,206
PSMD10,NM_002814,226
CDPF1,NM_207327,123
CARD10,NM_014550,1032
SOWAHD,NM_001105576,315
MED14,NM_004229,1454
SBF1,NM_002972,1893
CSDC2,NM_014460,153
RPL39,NM_001000,51
TCEAL2,NM_080390,227
LUZP4,NM_016383,313
WDR44,NM_019045,913
NXF3,NM_022052,531
MORC2,NM_001303256,1032
PRICKLE3,NM_006150,615
P2RY8,NM_178129,359
CD99,NM_002414,185
CLTRN,NM_020665,222
MAGEB2,NM_002364,319
EOLA2,NM_001013845,158
CLCN4,NM_001830,760
SULT4A1,NM_014351,284
PACSIN2,NM_001184970,486
HTATSF1,NM_014500,755
ATP1B4,NM_001142447,357
CCDC22,NM_014008,627
MAPK11,NM_002751,364
SRPX,NM_006307,464
CCDC120,NM_001163321,696
XPNPEP2,NM_003399,674
PMM1,NM_002676,262
EIF3L,NM_016091,564
ACO2,NM_001098,780
IQSEC2,NM_001111125,1488
NEXMIF,NM_001008537,1516
DIAPH2,NM_006729,1101
PES1,NM_014303,588
OFD1,NM_003611,1012
PRR32,NM_001122716,298
APOL6,NM_030641,343
FAM50A,NM_004699,339
TCEAL1,NM_004780,159
DLG3,NM_021120,817
RNF185,NM_152267,192
MORF4L2,NM_012286,288
EFHC2,NM_025184,749
RBFOX2,NM_001082578,451
RIPPLY1,NM_138382,151
PRDX4,NM_006406,271
MTMR1,NM_001306144,673
TBC1D25,NM_002536,688
APOBEC3B,NM_004900,382
MSN,NM_002444,577
APOBEC3F,NM_145298,373
TBC1D8B,NM_017752,1120
PVALB,NM_001315532,110
ZCCHC12,NM_173798,402
CA5B,NM_007220,317
ARMCX6,NM_019007,300
DNAL4,NM_005740,105
TTLL1,NM_012263,423
XKRX,NM_212559,449
TNMD,NM_022144,317
RAC2,NM_002872,192
ZNF75D,NM_007131,510
EZHIP,NM_203407,503
HCCS,NM_005333,268
ARMCX3,NM_177947,379
CTPS2,NM_175859,586
CMC4,NM_001018024,68
VGLL1,NM_016267,258
ZBTB33,NM_001184742,672
EDA2R,NM_021783,297
DMC1,NM_007068,340
SERHL2,NM_014509,314
FBLN1,NM_006486,703
KRBOX4,NM_001129898,171
PARVG,NM_022141,331
ZMYM3,NM_201599,1370
SH3BGRL,NM_003022,114
CHM,NM_000390,653
RAB39B,NM_171998,213
GLOD5,NM_001080489,160
RNF128,NM_194463,428
MCTS1,NM_014060,181
SCML2,NM_006089,700
HCFC1,NM_005334,2035
GGA1,NM_013365,639
PLXNB2,NM_012401,1838
FHL1,NM_001449,280
PATZ1,NM_014323,687
TFE3,NM_006521,575
PASD1,NM_173493,773
PICK1,NM_012407,415
PLCXD1,NM_018390,323
ABCD1,NM_000033,745
TBX22,NM_001109878,520
LRCH2,NM_020871,765
SRPK3,NM_014370,567
RAB33A,NM_004794,237
ALG12,NM_024105,488
AKAP17A,NM_005088,695
RTCB,NM_014306,505
GRIPAP1,NM_020137,841
SLC7A3,NM_032803,619
MOSPD2,NM_152581,518
CAPN6,NM_014289,641
LMF2,NM_033200,707
TAZ,NM_000116,292
ASB12,NM_130388,318
EOLA1,NM_001171907,158
DESI1,NM_015704,168
ATP7A,NM_000052,1500
MED12,NM_005120,2177
