ProteinID,Gene,Length
NP_004879,ATP6V1G1,118
NP_004880,ATP5MF,94
NP_004881,SPAG7,227
NP_004882,MRPL33,65
NP_004883,SEC22B,215
NP_004886,NLRP3,1036
NP_004887,VPS26A,327
NP_004888,MINPP1,487
NP_004889,CLOCK,846
NP_004891,APOBEC3B,382
NP_004892,ENTPD4,616
NP_004896,PRDX6,224
NP_004897,WTAP,396
NP_004898,IER2,223
NP_004901,PITPNM1,1244
NP_004903,KRIT1,736
NP_004904,VPS9D1,631
NP_004906,ABCG1,678
NP_004908,KLK4,254
NP_004909,TCL1B,128
NP_004913,SEC24C,1094
NP_004914,TESMIN,508
NP_004915,ACTN4,911
NP_004916,AQP3,292
NP_004918,MRPL49,166
NP_004920,CALB1,261
NP_004923,CDH6,790
NP_004924,CDH15,814
NP_004925,CDH18,790
NP_004926,CDK5,292
NP_004927,CDKN2B,138
NP_004929,DAPK1,1430
NP_004930,DDX1,740
NP_004932,DHX8,1220
NP_004933,DEFB4A,64
NP_004934,DMWD,674
NP_004935,DNASE1L3,305
NP_004937,DOCK2,1830
NP_004938,DOCK3,2030
NP_004941,EPYC,322
NP_004942,GPR183,361
NP_004943,EFNA3,238
NP_004947,ETV1,477
NP_004948,FPGS,587
NP_004949,MTOR,2549
NP_004950,NR5A1,461
NP_004951,FUS,526
NP_004952,GABRE,506
NP_004953,GDF10,478
NP_004954,GUCY2C,1073
NP_004955,HDAC1,482
NP_004956,HMGN1,100
NP_004957,HNRNPF,415
NP_004958,IBSP,317
NP_004960,IDE,1019
NP_004963,JAK2,1132
NP_004964,JARID2,1246
NP_004965,KCNA2,499
NP_004966,KCNB1,858
NP_004968,KCNC3,757
NP_004969,KCNC4,635
NP_004970,KCND1,647
NP_004971,KCND3,655
NP_004972,KCNJ4,445
NP_004973,KCNJ8,424
NP_004974,KCNJ9,393
NP_004975,KIF5A,1032
NP_004979,MAGEA1,309
NP_004981,MARS1,900
NP_004982,MECOM,1239
NP_004984,ATXN3,361
NP_004985,MMP9,707
NP_004986,MMP14,582
NP_004987,ABCC1,1531
NP_004988,MYBPH,477
NP_004989,MYO1E,1108
NP_004992,NDUFA7,113
NP_004993,NDUFA9,377
NP_004994,NDUFAB1,156
NP_004995,NDUFB8,186
NP_004996,NDUFB9,179
NP_004998,NFKBIL1,381
NP_004999,SNU13,128
NP_005000,NME4,187
NP_005003,ROR1,937
NP_005005,OMD,421
NP_005006,OXA1L,435
NP_005007,PCBP2,366
NP_005008,PCYT1A,367
NP_005009,PDCD1,288
NP_005012,ENPP3,875
NP_005013,PFN1,140
NP_005014,PGGT1B,377
NP_005015,SERPINB10,397
NP_005016,SERPINI1,410
NP_005017,PIK3CD,1044
NP_005018,PIK3R2,728
NP_005019,PIP4K2A,406
NP_005020,PITX3,302
NP_005021,PLK1,603
NP_005022,FXYD1,92
NP_005023,PLS3,630
NP_005025,POLR2K,58
NP_005026,POLRMT,1230
NP_005027,PPARA,468
NP_005029,PPID,370
NP_005032,PRF1,555
NP_005035,PRKX,358
NP_005036,RELN,3460
NP_005037,KLK7,253
NP_005038,PSMD5,504
NP_005039,PTH2R,550
NP_005040,PWP2,919
NP_005041,ABCD4,606
NP_005042,QARS1,775
NP_005043,RAC3,192
NP_005044,RAD23A,363
NP_005045,RGPD5,1765
NP_005046,RAPSN,412
NP_005048,RBBP5,538
NP_005049,RBMY1A1,496
NP_005051,RORC,518
NP_005052,RPL3L,407
NP_005054,SCD,359
NP_005055,CCL23,137
NP_005056,SEL1L,794
NP_005057,SFPQ,707
NP_005058,SIAH2,324
NP_005059,SIM1,766
NP_005060,SIM2,667
NP_005062,SLC1A6,564
NP_005064,SLC15A1,708
NP_005065,SLC17A1,467
NP_005067,CNTN2,1040
NP_005069,TLE3,772
NP_005073,TRIM25,630
NP_005075,PLA2G7,441
NP_005076,NUP214,2090
NP_005077,SSPN,243
NP_005078,FXR1,621
NP_005079,AKAP17A,695
NP_005080,ZRSR2,482
NP_005081,JMJD7-PLA2G4B,1012
NP_005082,PGLYRP1,196
NP_005083,TNFSF18,199
NP_005084,CBFA2T2,604
NP_005085,SLC27A4,643
NP_005086,ZMYM4,1548
NP_005087,ZMYM3,1370
NP_005088,LGI1,557
NP_005089,MSC,206
NP_005091,AKAP12,1782
NP_005092,ISG15,165
NP_005094,FEZ1,392
NP_005096,RBM8A,174
NP_005098,EXOG,368
NP_005100,OXSR1,527
NP_005101,GFPT2,682
NP_005104,GOLGA5,731
NP_005105,HS3ST1,307
NP_005106,MVP,893
NP_005107,SLC23A2,650
NP_005108,FGF19,216
NP_005109,TNFSF15,251
NP_005110,THRAP3,955
NP_005111,MED12,2177
NP_005112,MED13,2174
NP_005116,CCS,274
NP_005117,NR1D2,579
NP_005118,CLEC2B,149
NP_005119,DOP1B,2298
NP_005121,FGFBP1,234
NP_005122,THOC1,657
NP_005123,REC8,547
NP_005124,RCE1,329
NP_005128,DGCR2,550
NP_005129,SCO2,266
NP_005130,ANXA3,323
NP_005131,CNGA2,664
NP_005132,FGB,491
NP_005133,CBLIF,417
NP_005134,HP,406
NP_005135,HR,1189
NP_005137,SART1,800
NP_005138,DNAJA3,480
NP_005139,UNC119,240
NP_005140,TBX19,448
NP_005142,USP14,494
NP_005145,USP8,1118
NP_005150,ACTC1,377
NP_005151,GRK3,688
NP_005152,APLNR,380
NP_005154,AKT1,480
NP_005155,ABCD2,740
NP_005156,ALDOC,364
NP_005158,PPM1J,505
NP_005159,RND3,244
NP_005160,PHOX2A,284
NP_005161,ASCL2,193
NP_005162,ATF1,271
NP_005163,ATOH1,354
NP_005166,ATP5MC1,136
NP_005169,BCL3,454
NP_005171,BMI1,326
NP_005172,CA3,260
NP_005173,CA7,264
NP_005174,CACNA1F,1977
NP_005175,CALM3,149
NP_005176,CALML3,149
NP_005177,CAPN1,714
NP_005178,CBFA2T3,653
NP_005179,CBL,906
NP_005180,CBX2,532
NP_005181,CCNC,283
NP_005182,CD80,288
NP_005183,CDKN3,212
NP_005184,CDX4,284
NP_005185,CEBPB,345
NP_005186,CEBPD,269
NP_005189,CHKB,395
NP_005190,CHRNG,517
NP_005192,CCR8,355
NP_005193,COL8A2,703
NP_005195,MAP3K8,467
NP_005196,COX6A2,97
NP_005198,CRKL,303
NP_005199,CRYBA1,215
NP_005201,CRYGB,175
NP_005202,CSF1R,972
NP_005203,CSN3,182
NP_005204,CSTA,98
NP_005205,CTLA4,223
NP_005206,DCC,1447
NP_005207,DDOST,456
NP_005208,DEFA3,94
NP_005209,DEFB1,68
NP_005210,DIAPH1,1272
NP_005211,DLX3,287
NP_005212,DLX5,289
NP_005213,DLX6,293
NP_005214,DNASE1,282
NP_005215,ARID3A,593
NP_005216,E2F1,437
NP_005217,S1PR3,378
NP_005219,EGFR,1210
NP_005220,ELK1,428
NP_005221,ELK3,407
NP_005223,EPHA1,976
NP_005224,EPHA3,983
NP_005225,NR2F6,404
NP_005226,ERBB4,1308
NP_005227,ERCC4,916
NP_005233,F2RL1,397
NP_005235,EYA2,538
NP_005236,FAT1,4588
NP_005237,FER,822
NP_005238,FGF3,239
NP_005239,FGR,529
NP_005240,FOXG1,489
NP_005241,FOXL1,345
NP_005242,FOXC2,501
NP_005243,FOS,380
NP_005244,FOSL2,326
NP_005245,GABPB1,395
NP_005246,GAK,1311
NP_005247,GAS2,313
NP_005248,GATA6,595
NP_005249,GCHFR,84
NP_005250,MSTN,375
NP_005251,GDF9,454
NP_005252,GEM,296
NP_005253,GFER,205
NP_005254,GFI1,422
NP_005255,GFRA1,465
NP_005257,GJA5,358
NP_005258,GJA8,433
NP_005259,GJB5,273
NP_005260,GLI1,1106
NP_005261,GLI2,1586
NP_005262,GLUD1,558
NP_005263,GNAT2,354
NP_005264,GNB2,340
NP_005265,GNG5,68
NP_005266,GNL1,607
NP_005267,GPD1,349
NP_005268,GPM6A,278
NP_005270,GPR1,355
NP_005272,GPR3,330
NP_005273,GPR4,362
NP_005274,XCR1,333
NP_005276,NPBWR1,328
NP_005277,NPBWR2,333
NP_005279,GPR12,334
NP_005281,GPR15,360
NP_005282,GPR17,367
NP_005283,GPR18,331
NP_005284,GPR20,358
NP_005285,GPR21,349
NP_005286,GPR22,433
NP_005287,LPAR4,370
NP_005288,MCHR1,422
NP_005289,GPR25,361
NP_005290,GPR31,319
NP_005291,GPR34,381
NP_005293,GPR37,613
NP_005294,FFAR1,300
NP_005295,FFAR3,346
NP_005297,FFAR2,330
NP_005299,GRK5,590
NP_005300,GPT,496
NP_005304,PDIA3,505
NP_005305,GRPR,384
NP_005306,GSC2,205
NP_005307,GTF2H1,548
NP_005308,GZMM,257
NP_005309,H1-0,194
NP_005310,H1-2,213
NP_005311,H1-3,221
NP_005312,H1-4,219
NP_005313,H1-5,226
NP_005314,H1-6,207
NP_005315,H3-3B,136
NP_005316,H1-1,215
NP_005317,HAGH,308
NP_005319,HAS2,552
NP_005320,HAS3,553
NP_005321,HBE1,147
NP_005322,HBQ1,142
NP_005323,HBZ,142
NP_005324,HCCS,268
NP_005325,HCFC1,2035
NP_005326,HCLS1,486
NP_005327,HDLBP,1268
NP_005328,NCKAP1L,1127
NP_005329,HIP1,1037
NP_005330,UBE2K,200
NP_005331,HINT1,126
NP_005332,ZBTB48,688
NP_005334,HRAS,189
NP_005336,HSPA1A,641
NP_005337,HSPA1B,641
NP_005338,HSPA5,654
NP_005340,RBPJ,500
NP_005345,JUND,347
NP_005347,LCK,509
NP_005348,LIPE,1076
NP_005350,SMAD4,552
NP_005351,MAF,403
NP_005352,MAGEA2,314
NP_005353,MAGEA3,314
NP_005354,MAGEA6,314
NP_005355,MAGEA8,318
NP_005356,MAGEA9,315
NP_005357,MAGEA11,429
NP_005358,MAGEA12,314
NP_005359,MB,154
NP_005361,RAB8A,207
NP_005362,METTL1,276
NP_005363,MOS,346
NP_005364,MPL,635
NP_005369,MYCN,464
NP_005370,MYO1A,1043
NP_005372,NCL,710
NP_005373,NEFM,916
NP_005374,NEU2,380
NP_005375,NFIL3,462
NP_005379,PDCL,301
NP_005381,PDHA2,388
NP_005383,PHF2,1096
NP_005387,PNLIPRP2,469
NP_005389,PPP1R3C,317
NP_005390,PRKAB2,272
NP_005391,PRKCE,737
NP_005392,PTPN14,1187
NP_005393,RALA,206
NP_005397,ROCK1,1354
NP_005398,SALL2,1007
NP_005399,CCL13,98
NP_005403,SHMT2,504
NP_005404,SIX3,332
NP_005405,SKIL,684
NP_005406,SLC20A1,679
NP_005407,SPRR3,169
NP_005408,SRC,536
NP_005409,DENND2B,1137
NP_005410,STAT2,851
NP_005411,SULT1E1,294
NP_005412,TAL2,108
NP_005413,TECTA,2155
NP_005414,TFF2,129
NP_005415,TIE1,1138
NP_005416,TNP2,138
NP_005418,TP73,636
NP_005419,VAV1,845
NP_005420,VEGFC,419
NP_005421,WNT1,370
NP_005422,XRCC2,280
NP_005423,XRCC3,346
NP_005424,YES1,543
NP_005425,MALL,153
NP_005426,ARHGEF5,1597
NP_005427,CCDC6,474
NP_005429,FOSL1,271
NP_005430,MLF2,248
NP_005431,RND2,227
NP_005432,CHAF1B,559
NP_005434,PAPSS1,624
NP_005436,SMC3,1217
NP_005437,P2RX6,441
NP_005438,RASSF9,435
NP_005439,BMP15,392
NP_005440,FCMR,390
NP_005441,NOG,232
NP_005442,PDLIM7,457
NP_005443,WDR46,610
NP_005444,ZBTB22,634
NP_005445,CER1,267
NP_005447,MAPK8IP1,711
NP_005449,GABBR2,941
NP_005450,GUCA1C,209
NP_005452,MAFB,323
NP_005453,MAGEC1,1142
NP_005456,AKT3,479
NP_005458,NAALAD2,740
NP_005459,NAALADL1,740
NP_005460,ACOT8,319
NP_005461,ABI1,508
NP_005462,GNPDA1,289
NP_005463,KCNE3,103
NP_005466,SH2B3,575
NP_005468,HCN4,1203
NP_005469,INSL5,135
NP_005470,FRAT1,279
NP_005471,TROAP,778
NP_005472,MED16,877
NP_005473,PIGK,395
NP_005474,CHAF1A,956
NP_005475,PARP2,583
NP_005477,TOM1L1,476
NP_005481,SH2D3A,576
NP_005483,CST8,142
NP_005484,RANBP9,729
NP_005486,SLC17A4,497
NP_005487,SMC4,1288
NP_005488,GJC1,396
NP_005490,UBA2,640
NP_005491,SAE1,346
NP_005493,ABCA1,2261
NP_005494,APBA2,749
NP_005497,SCARB2,478
NP_005498,CFL1,166
NP_005499,CCR4,360
NP_005501,DXO,396
NP_005502,MLANA,118
NP_005503,LRRC32,662
NP_005504,GTF2E1,439
NP_005505,HLA-B,362
NP_005506,MNX1,401
NP_005507,HLA-E,358
NP_005508,HMGN2,90
NP_005509,HMGCS2,508
NP_005510,HMX2,273
NP_005512,TLX1,330
NP_005513,HOXA1,335
NP_005514,HOXA11,313
NP_005515,HES1,280
NP_005516,HSD11B1,292
NP_005517,HSF1,529
NP_005518,HSPA1L,641
NP_005521,IDH3A,366
NP_005524,IFI35,288
NP_005528,ING1,422
NP_005529,INHBC,352
NP_005530,INPP5A,412
NP_005531,INPP5B,913
NP_005535,IRS1,1242
NP_005536,ISLR,428
NP_005537,ITK,620
NP_005538,IVL,585
NP_005540,KCNA10,511
NP_005542,KLK2,261
NP_005544,KRTAP5-9,169
NP_005545,KRT6A,564
NP_005546,KRT6B,564
NP_005547,KRT7,469
NP_005548,KRT16,473
NP_005549,LAD1,517
NP_005550,LAMA1,3075
NP_005551,LAMA5,3695
NP_005552,LAMP1,417
NP_005553,LAMC2,1193
NP_005555,LCN2,198
NP_005556,LCP2,533
NP_005558,LGALS3BP,585
NP_005559,LHX1,406
NP_005561,LMAN1,510
NP_005564,LMNB1,586
NP_005565,LMO2,227
NP_005566,LNPEP,1025
NP_005567,LOXL1,574
NP_005568,LPA,2040
NP_005569,LPP,612
NP_005572,BCAM,628
NP_005573,CD180,661
NP_005574,LYL1,280
NP_005575,MAB21L1,359
NP_005576,SMAD6,496
NP_005577,MDFI,246
NP_005579,MEP1A,746
NP_005580,ALDH6A1,535
NP_005582,MRE11,708
NP_005583,MUSK,869
NP_005584,MYF5,255
NP_005589,NHLH1,133
NP_005590,NHLH2,135
NP_005591,NIT1,327
NP_005592,NKG7,165
NP_005593,CLDN11,207
NP_005594,ATP8B1,1251
NP_005595,POU3F2,443
NP_005597,LGMN,433
NP_005599,PTPRCAP,206
NP_005600,PYGM,842
NP_005601,RBBP4,425
NP_005602,RBL2,1139
NP_005603,REST,1097
NP_005605,RHEB,184
NP_005606,RNASE6,150
NP_005608,RPS14,151
NP_005609,DLL1,723
NP_005610,RTN2,545
NP_005611,S100A11,105
NP_005612,S100A12,92
NP_005613,ACSM3,586
NP_005614,CCL8,99
NP_005615,CCL25,150
NP_005617,SRSF4,494
NP_005619,SLC1A5,541
NP_005620,SLC6A8,635
NP_005621,SLCO2A1,643
NP_005622,SMO,787
NP_005623,CAPN15,1086
NP_005624,SOS1,1333
NP_005625,SOX3,446
NP_005626,SSX1,188
NP_005627,SSX4,188
NP_005630,SYT1,422
NP_005633,TAF7,349
NP_005634,TAF11,211
NP_005635,TAF12,161
NP_005636,TAF13,124
NP_005637,TARBP1,1621
NP_005638,TBL1X,577
NP_005639,ELOC,112
NP_005640,ZNF354A,605
NP_005641,TCF20,1960
NP_005642,TDO2,406
NP_005643,TERF2,542
NP_005644,TFCP2,502
NP_005645,NR2F1,423
NP_005646,KLF10,480
NP_005649,TRAF1,416
NP_005650,UFD1,307
NP_005654,NELFA,528
NP_005655,MKRN3,507
NP_005657,CFHR2,270
NP_005658,RNF103,685
NP_005659,ST8SIA4,359
NP_005660,REEP5,189
NP_005661,EPM2A,331
NP_005662,UBXN8,270
NP_005663,PSCA,114
NP_005666,DGCR6,220
NP_005668,COLQ,455
NP_005669,SNURF,71
NP_005670,TAF1C,869
NP_005671,TAF1B,588
NP_005672,TAF1A,450
NP_005673,ADGRG1,693
NP_005674,GPR55,319
NP_005675,GPR52,361
NP_005677,SOX13,622
NP_005678,FARSB,589
NP_005679,ABCC5,1437
NP_005680,ABCB6,842
NP_005682,ABCC9,1549
NP_005683,LOC114483834,634
NP_005685,COX17,63
NP_005689,SCAMP3,347
NP_005690,IL18BP,199
NP_005691,DPP3,737
NP_005692,SNUPN,360
NP_005693,ERAL1,437
NP_005695,PTPRU,1446
NP_005697,TSSC4,329
NP_005698,PDCD7,485
NP_005699,GPC6,555
NP_005701,PQBP1,265
NP_005702,EDIL3,480
NP_005706,UST,406
NP_005707,GIPC1,333
NP_005711,ARPC1B,372
NP_005712,ACTR3,418
NP_005714,TSPAN5,268
NP_005715,TSPAN3,253
NP_005716,TSPAN2,221
NP_005718,TSPAN1,241
NP_005720,PPIF,207
NP_005721,CTDSP2,271
NP_005722,ARPC2,300
NP_005723,RAD50,1312
NP_005724,KIF20A,890
NP_005725,HIPK3,1215
NP_005726,ACTR1B,376
NP_005727,ACTR1A,376
NP_005729,ARL4A,200
NP_005730,RASGRP1,797
NP_005731,DNAL4,105
NP_005732,ZNF263,683
NP_005735,ARIH1,557
NP_005737,NAMPT,491
NP_005738,CELA3A,270
NP_005740,TOB1,345
NP_005742,AKAP9,3907
NP_005743,CLEC3A,197
NP_005745,G3BP1,466
NP_005746,EBI3,229
NP_005751,CEBPZ,1054
NP_005752,PLXNC1,1568
NP_005753,TRIM28,835
NP_005754,AASS,926
NP_005755,PDZK1IP1,114
NP_005756,ATP6AP2,350
NP_005758,LPAR6,344
NP_005759,LPCAT3,487
NP_005760,CHST4,386
NP_005763,RCL1,373
NP_005764,ZNF256,627
NP_005766,SORBS3,671
NP_005767,CNIH1,144
NP_005768,RBM6,1123
NP_005769,RBM5,815
NP_005770,LHFPL2,228
NP_005771,LHFPL6,200
NP_005773,ALYREF,264
NP_005774,TXNDC9,226
NP_005776,RNF41,317
NP_005778,ALG3,438
NP_005779,PRMT3,531
NP_005782,MPHOSPH10,681
NP_005783,MPHOSPH6,160
NP_005784,NME6,194
NP_005786,CALCRL,461
NP_005787,NUTF2,127
NP_005788,MPZL2,215
NP_005791,USPL1,1092
NP_005792,EIF1,113
NP_005793,TOPORS,1045
NP_005794,FLOT1,427
NP_005795,DDX39A,427
NP_005796,PSMD14,310
NP_005797,OLIG2,323
NP_005798,PRG4,1404
NP_005800,PRDX2,198
NP_005802,GDF11,407
NP_005804,PRKD3,890
NP_005805,GPA33,319
NP_005806,ZNF443,671
NP_005808,PLIN3,434
NP_005810,STX6,255
NP_005818,SLC35B1,322
NP_005819,DCAF7,342
NP_005820,AP3S2,193
NP_005821,MRPS31,395
NP_005823,KCNMB2,235
NP_005824,RABEPK,372
NP_005827,RIDA,137
NP_005828,POP7,140
NP_005831,SPRY3,288
NP_005832,SPRY1,319
NP_005833,SPRY2,315
NP_005834,STAM2,525
NP_005836,ABCC4,1325
NP_005840,IGSF6,241
NP_005841,SF3B4,424
NP_005842,CDK2AP2,126
NP_005844,IRX5,483
NP_005845,RAMP2,175
NP_005846,RAMP1,148
NP_005847,RAMP3,148
NP_005848,ZMPSTE24,475
NP_005849,AKAP8,692
NP_005850,PURA,322
NP_005851,FSTL3,263
NP_005852,STUB1,303
NP_005853,STAG1,1258
NP_005855,EFS,561
NP_005856,PRSS16,514
NP_005857,SIGMAR1,223
NP_005859,BET1,118
NP_005860,CWC27,472
NP_005861,SAP18,172
NP_005862,SMNDC1,238
NP_005863,BCAS2,225
NP_005864,RGS19,217
NP_005865,LILRB2,598
NP_005866,EIF1B,113
NP_005867,SPEG,3267
NP_005868,SF3A1,793
NP_005870,TRAIP,469
NP_005871,DNAJA2,412
NP_005872,BCKDK,412
NP_005874,APC2,2303
NP_005875,PAK4,591
NP_005876,MARCHF6,910
NP_005877,KATNB1,655
NP_005879,SLC25A3,362
NP_005883,FMNL1,1100
NP_005884,CCIN,588
NP_005885,CD5L,347
NP_005886,GOLGA3,1498
NP_005887,IDH1,414
NP_005888,IPP,584
NP_005889,CAPRIN1,709
NP_005890,NBR1,966
NP_005891,SMAD1,465
NP_005892,SMAD2,467
NP_005893,SMAD3,425
NP_005894,SMAD5,465
NP_005895,SMAD7,426
NP_005898,MAN1A1,653
NP_005899,MANBA,879
NP_005900,MAP1B,2468
NP_005902,MAT2A,395
NP_005903,MC4R,332
NP_005904,MC5R,325
NP_005905,MCM4,863
NP_005906,MCM6,821
NP_005907,MCM7,719
NP_005909,MDH2,338
NP_005910,BORCS8-MEF2B,365
NP_005911,MEF2D,521
NP_005912,MAP3K1,1512
NP_005913,MAP3K4,1608
NP_005914,MAP3K5,1374
NP_005915,MEOX2,304
NP_005916,MEP1B,701
NP_005917,MFAP1,439
NP_005918,MFAP3,362
NP_005919,MFGE8,387
NP_005920,MELTF,738
NP_005922,MICB,383
NP_005923,MIPEP,713
NP_005925,MLLT1,559
NP_005928,MLLT6,1093
NP_005929,FOXO4,505
NP_005931,MMP11,488
NP_005932,MMP16,607
NP_005937,MT1A,61
NP_005938,MT1B,61
NP_005940,MT1F,61
NP_005942,MT1H,61
NP_005943,MT1X,61
NP_005944,MT2A,61
NP_005945,MT3,68
NP_005946,MTF1,753
NP_005949,MTNR1A,350
NP_005950,MTNR1B,362
NP_005951,MUC3A,3323
NP_005952,MUC6,2439
NP_005954,MYH1,1939
NP_005957,NAB1,487
NP_005958,NAB2,525
NP_005959,HNRNPM,730
NP_005963,NPY4R,375
NP_005964,PRCC,491
NP_005966,PTK6,451
NP_005968,RNF6,685
NP_005969,S100A2,98
NP_005970,S100A13,98
NP_005971,S100P,95
NP_005972,TSPAN31,210
NP_005973,SIX1,284
NP_005974,SKP2,424
NP_005976,SNAI1,264
NP_005977,SOX1,391
NP_005978,SPRR1A,89
NP_005979,SPRR2A,72
NP_005980,AKR1D1,326
NP_005981,STK10,968
NP_005984,TBCD,1192
NP_005985,TBX2,712
NP_005986,TBX10,385
NP_005989,CCT3,545
NP_005990,TSNAX,290
NP_005991,TUBA4A,448
NP_005992,TUBA3C,450
NP_005993,UCHL3,230
NP_005994,UQCRFS1,274
NP_005995,UQCRH,91
NP_005996,WFS1,890
NP_005997,ZBTB16,673
NP_005998,ZFAND5,213
NP_006000,TUBA1A,451
NP_006001,MANF,182
NP_006002,ST8SIA2,375
NP_006003,CLPP,277
NP_006005,LAGE3,143
NP_006006,ARID1A,2285
NP_006007,CD164,197
NP_006008,PROM1,865
NP_006009,HCAR3,387
NP_006010,TCIRG1,830
NP_006011,ALKBH1,389
NP_006014,CDC123,336
NP_006015,TAX1BP1,789
NP_006017,H1-10,213
NP_006018,EXO1,846
NP_006019,HTR3B,441
NP_006020,PNMA1,353
NP_006022,PCNT,3336
NP_006024,LIPG,500
NP_006025,TP53I11,189
NP_006026,CDC42BPB,1711
NP_006027,PREPL,727
NP_006028,HDAC4,1084
NP_006029,SPATA2,520
NP_006030,MRC2,1479
NP_006031,HS3ST4,456
NP_006032,HS3ST3B1,390
NP_006033,HS3ST3A1,406
NP_006034,HS3ST2,367
NP_006036,ATP9A,1047
NP_006038,RBM12,932
NP_006040,SNAPC5,98
NP_006042,APBB3,493
NP_006043,VPS26C,297
NP_006046,LANCL1,399
NP_006047,NMUR1,426
NP_006049,TNIP1,636
NP_006050,LAMC3,1575
NP_006051,IKZF1,519
NP_006053,SMYD5,418
NP_006054,KLHL41,606
NP_006056,SIRPB1,398
NP_006057,AKR1A1,325
NP_006058,EMC8,210
NP_006059,TLR6,796
NP_006061,TFG,400
NP_006062,PKDREJ,2253
NP_006063,CCL26,94
NP_006064,TRDN,729
NP_006065,TRIM22,498
NP_006067,AGFG2,481
NP_006069,CACNG2,323
NP_006071,SEMA3A,771
NP_006073,TUBA1B,451
NP_006074,IK,557
NP_006075,IRF9,393
NP_006076,BPNT1,308
NP_006077,TUBB3,450
NP_006079,TUBB4B,445
NP_006080,SCML2,700
NP_006081,CEPT1,416
NP_006082,CORO2B,480
NP_006083,NOD1,953
NP_006084,PRG3,225
NP_006086,ATP8A1,1164
NP_006087,NDRG1,394
NP_006088,MYL9,172
NP_006089,RACK1,317
NP_006090,PIAS3,628
NP_006092,NDC80,642
NP_006094,WFDC2,124
NP_006099,SPON1,807
NP_006100,PRMT5,637
NP_006101,CD2BP2,341
NP_006102,ACAA2,397
NP_006104,VAV3,847
NP_006105,TOMM40,361
NP_006106,PRAME,509
NP_006107,TAB1,504
NP_006109,HAX1,279
NP_006111,HLA-DMA,261
NP_006112,KRT1,644
NP_006120,BMP1,986
NP_006124,DAGLA,1042
NP_006125,TMEM50B,158
NP_006126,CAPZA1,286
NP_006127,CAPZA2,286
NP_006128,CD7,240
NP_006129,MS4A3,214
NP_006130,CD28,220
NP_006132,DYNC1LI2,492
NP_006133,SFN,248
NP_006134,GPR19,415
NP_006135,GZMA,262
NP_006136,DNAJB1,340
NP_006138,IRF6,467
NP_006139,LASP1,261
NP_006140,LGALS4,323
NP_006141,PRICKLE3,615
NP_006142,LPO,712
NP_006143,LRMP,499
NP_006144,NCK1,377
NP_006147,NEDD8,81
NP_006149,NEFL,543
NP_006151,NEUROD2,382
NP_006152,NEUROG1,237
NP_006154,NFE2,373
NP_006155,NFE2L2,605
NP_006156,NFRKB,1324
NP_006157,NFYB,207
NP_006158,NKX3-1,234
NP_006159,NKX6-1,367
NP_006160,NNMT,264
NP_006163,NPPA,151
NP_006165,NPY5R,445
NP_006167,NRGN,78
NP_006168,NRL,237
NP_006169,NSF,744
NP_006170,NTF4,210
NP_006171,NTRK2,838
NP_006172,NTN3,580
NP_006173,DDR2,855
NP_006174,NTS,170
NP_006175,NUCB1,461
NP_006176,NUMA1,2115
NP_006177,NR4A2,598
NP_006178,OAS3,1087
NP_006179,OCM2,109
NP_006180,OMP,163
NP_006181,ORC2,577
NP_006182,PA2G4,394
NP_006183,PAX1,534
NP_006185,PAX9,341
NP_006186,PBX3,434
NP_006187,PCBP1,356
NP_006189,PCP4,62
NP_006195,PDE6C,858
NP_006196,PDE6H,83
NP_006198,PDGFRL,375
NP_006199,ENPP1,925
NP_006200,ENPP2,915
NP_006203,PFKFB2,505
NP_006209,PIK3CA,1068
NP_006210,PIK3CB,1070
NP_006212,PIN1,163
NP_006215,PITPNA,270
NP_006217,PLCL1,1095
NP_006218,PLTP,493
NP_006219,PNOC,176
NP_006220,PNLIPRP1,467
NP_006221,POLD2,504
NP_006222,POLE,2286
NP_006224,POLR2I,125
NP_006225,POLR2J,117
NP_006226,POU2AF1,256
NP_006227,POU3F3,500
NP_006228,POU4F1,419
NP_006229,PPARD,441
NP_006230,PPEF2,753
NP_006231,PPEF1,653
NP_006233,PPP1R3D,299
NP_006234,PPP2R5A,486
NP_006235,PPP2R5B,497
NP_006236,PPP2R5D,602
NP_006237,PPP2R5E,467
NP_006238,PPP5C,499
NP_006239,PRB2,416
NP_006240,PRB3,309
NP_006243,PRKAA2,552
NP_006244,PRKAB1,270
NP_006246,PRKCH,683
NP_006247,PKN2,984
NP_006248,PRKCQ,706
NP_006249,PRKG1,686
NP_006250,PRKG2,762
NP_006251,DNAJC3,504
NP_006252,PROP1,226
NP_006253,PRPH,470
NP_006256,RAD21,631
NP_006257,RALGDS,914
NP_006258,RANBP2,3224
NP_006260,RP1,2156
NP_006261,RRAS,218
NP_006262,S100A1,94
NP_006263,S100B,92
NP_006264,CCL7,99
NP_006265,CCL19,98
NP_006266,SRSF6,344
NP_006268,ITSN2,1697
NP_006273,STK4,487
NP_006275,TAF10,218
NP_006276,TESK1,626
NP_006278,TFPI,304
NP_006279,THY1,161
NP_006280,TLN1,2541
NP_006281,TNFAIP3,790
NP_006283,TSG101,390
NP_006284,TYRO3,890
NP_006286,VARS,1264
NP_006287,VRK2,508
NP_006288,XRCC1,633
NP_006289,ZKSCAN8,578
NP_006291,ZNF230,474
NP_006293,MOGS,837
NP_006294,AIMP2,320
NP_006295,SEM1,70
NP_006296,ANP32A,249
NP_006297,SMC1A,1233
