Gene,Transcript,Prot_length
NGEF,NM_019850,710
NGF,NM_002506,241
NGFR,NM_002507,427
NGLY1,NM_018297,654
NGRN,NM_001033088,291
NHEJ1,NM_024782,299
NHLH1,NM_005598,133
NHLH2,NM_001111061,135
NHLRC1,NM_198586,395
NHLRC2,NM_198514,726
NHLRC3,NM_001012754,347
NHLRC4,NM_001301159,123
NHP2,NM_017838,153
NHS,NM_001291867,1651
NHSL1,NM_020464,1610
NHSL2,NM_001013627,1225
NIBAN1,NM_052966,928
NIBAN2,NM_022833,746
NIBAN3,NM_173544,697
NICN1,NM_032316,213
NID1,NM_002508,1247
NID2,NM_007361,1375
NIF3L1,NM_001136039,377
NIFK,NM_032390,293
NIM1K,NM_153361,436
NIN,NM_020921,2133
NINJ1,NM_004148,152
NINJ2,NM_016533,142
NINL,NM_025176,1382
NIP7,NM_016101,180
NIPA1,NM_144599,329
NIPA2,NM_001008860,360
NIPAL1,NM_207330,410
NIPAL2,NM_001321635,383
NIPAL3,NM_001322854,406
NIPAL4,NM_001099287,466
NIPBL,NM_133433,2804
NIPSNAP1,NM_003634,284
NIPSNAP2,NM_001483,286
NIPSNAP3A,NM_015469,247
NIPSNAP3B,NM_018376,247
NISCH,NM_007184,1504
NIT1,NM_005600,327
NIT2,NM_020202,276
NKAIN1,NM_024522,207
NKAIN2,NM_001040214,208
NKAIN3,NM_001304533,218
NKAIN4,NM_152864,208
NKAP,NM_024528,415
NKAPD1,NM_001082969,293
NKAPL,NM_001007531,402
NKD1,NM_033119,470
NKD2,NM_033120,451
NKG7,NM_005601,165
NKIRAS1,NM_020345,192
NKIRAS2,NM_001001349,191
NKPD1,NM_198478,832
NKRF,NM_017544,784
NKTR,NM_001349124,1463
NKX1-1,NM_001290079,448
NKX1-2,NM_001146340,310
NKX2-1,NM_001079668,401
NKX2-2,NM_002509,273
NKX2-3,NM_145285,364
NKX2-4,NM_033176,354
NKX2-5,NM_004387,324
NKX2-6,NM_001136271,301
NKX2-8,NM_014360,239
NKX3-1,NM_006167,234
NKX3-2,NM_001189,333
NKX6-1,NM_006168,367
NKX6-2,NM_177400,277
NKX6-3,NM_152568,135
NLE1,NM_018096,485
NLGN1,NM_014932,823
NLGN2,NM_020795,835
NLGN3,NM_181303,848
NLGN4X,NM_001282145,816
NLK,NM_016231,527
NLN,NM_020726,704
NLRC3,NM_178844,1065
NLRC4,NM_001199138,1024
NLRC5,NM_032206,1866
NLRP1,NM_033004,1473
NLRP10,NM_176821,655
NLRP11,NM_145007,1033
NLRP12,NM_001277126,1062
NLRP13,NM_176810,1043
NLRP14,NM_176822,1093
NLRP2,NM_001174081,1062
NLRP3,NM_001079821,1036
NLRP4,NM_134444,994
NLRP5,NM_153447,1200
NLRP6,NM_138329,892
NLRP7,NM_001127255,1037
NLRP8,NM_176811,1048
NLRP9,NM_176820,991
NLRX1,NM_001282143,975
NMB,NM_205858,154
NMBR,NM_002511,390
NMD3,NM_001320227,529
NME1,NM_198175,177
NME1-NME2,NM_001018136,267
NME2,NM_001018137,152
NME3,NM_002513,169
NME4,NM_005009,187
NME5,NM_003551,212
NME6,NM_005793,194
NME7,NM_013330,376
NME8,NM_016616,588
NME9,NM_001349018,330
NMI,NM_004688,307
NMNAT1,NM_001297778,279
NMNAT2,NM_015039,307
NMNAT3,NM_001320510,346
NMRAL1,NM_001305141,299
NMRK1,NM_001330678,203
NMRK2,NM_001289117,235
NMS,NM_001011717,153
NMT1,NM_021079,496
NMT2,NM_004808,498
NMU,NM_006681,174
NMUR1,NM_006056,426
NMUR2,NM_020167,415
NNAT,NM_001322802,125
NNMT,NM_006169,264
NNT,NM_012343,1086
NOA1,NM_032313,698
NOB1,NM_014062,412
NOBOX,NM_001080413,691
NOC2L,NM_015658,749
NOC3L,NM_022451,800
NOC4L,NM_024078,516
NOCT,NM_012118,431
NOD1,NM_006092,953
NOD2,NM_022162,1040
NODAL,NM_018055,347
NOG,NM_005450,232
NOL10,NM_024894,688
NOL11,NM_015462,719
NOL12,NM_024313,213
NOL3,NM_001276319,270
NOL4,NM_003787,638
NOL4L,NM_001256798,680
NOL6,NM_022917,1146
NOL7,NM_001317724,257
NOL8,NM_017948,1167
NOL9,NM_024654,702
NOLC1,NM_001284388,709
NOM1,NM_138400,860
NOMO1,NM_014287,1222
NOMO2,NM_001004060,1267
NOMO3,NM_001004067,1222
NONO,NM_001145408,471
NOP10,NM_018648,64
NOP14,NM_001291978,857
NOP16,NM_001256539,232
NOP2,NM_001258309,845
NOP53,NM_015710,478
NOP56,NM_006392,594
NOP58,NM_015934,529
NOP9,NM_174913,636
NOS1,NM_001204218,1468
NOS1AP,NM_014697,506
NOS2,NM_000625,1153
NOS3,NM_000603,1203
NOSIP,NM_001270960,301
NOSTRIN,NM_001171631,563
NOTCH1,NM_017617,2555
NOTCH2,NM_024408,2471
NOTCH2NLA,NM_203458,236
NOTCH3,NM_000435,2321
NOTCH4,NM_004557,2003
NOTO,NM_001134462,251
NOTUM,NM_178493,496
NOVA1,NM_002515,507
NOVA2,NM_002516,492
NOX1,NM_007052,564
NOX3,NM_015718,568
NOX4,NM_001291927,599
NOX5,NM_024505,765
NOXA1,NM_006647,483
NOXO1,NM_172168,376
NOXRED1,NM_001113475,359
NPAP1,NM_018958,1156
NPAP1L,NM_001282301,415
NPAS1,NM_002517,590
NPAS2,NM_002518,824
NPAS3,NM_001164749,933
NPAS4,NM_178864,802
NPAT,NM_001321307,1434
NPB,NM_148896,125
NPBWR1,NM_005285,328
NPBWR2,NM_005286,333
NPC1,NM_000271,1278
NPC1L1,NM_013389,1359
NPC2,NM_006432,151
NPDC1,NM_015392,325
NPEPL1,NM_024663,523
NPEPPS,NM_006310,919
NPFF,NM_001320296,116
NPFFR1,NM_022146,430
NPFFR2,NM_004885,522
NPHP1,NM_000272,733
NPHP3,NM_153240,1330
NPHP4,NM_015102,1426
NPHS1,NM_004646,1241
NPHS2,NM_014625,383
NPIPA1,NM_006985,350
NPIPA2,NM_001277324,350
NPIPA3,NM_001277323,350
NPIPA5,NM_001277325,350
NPIPA7,NM_001282507,369
NPIPA8,NM_001282511,369
NPIPB11,NM_001310137,1122
NPIPB15,NM_001306094,443
NPIPB4,NM_001310148,1222
NPIPB5,NM_001135865,1133
NPIPB6,NM_001282524,425
NPL,NM_030769,320
NPLOC4,NM_017921,608
NPM1,NM_002520,294
NPM2,NM_001286680,214
NPM3,NM_006993,178
NPNT,NM_001184691,595
NPPA,NM_006172,151
NPPB,NM_002521,134
NPPC,NM_024409,126
NPR1,NM_000906,1061
NPR2,NM_003995,1047
NPR3,NM_001204375,541
NPRL2,NM_006545,380
NPS,NM_001030013,89
NPSR1,NM_001300935,390
NPTN,NM_012428,398
NPTX1,NM_002522,432
NPTX2,NM_002523,431
NPTXR,NM_014293,500
NPVF,NM_022150,196
NPW,NM_001099456,165
NPY,NM_000905,97
NPY1R,NM_000909,384
NPY2R,NM_000910,381
NPY4R,NM_001278794,375
NPY4R2,NM_001278795,375
NPY5R,NM_001317091,445
NQO1,NM_000903,274
NQO2,NM_000904,231
NR0B1,NM_000475,470
NR0B2,NM_021969,257
NR1D1,NM_021724,614
NR1D2,NM_005126,579
NR1H2,NM_007121,460
NR1H3,NM_001251934,453
NR1H4,NM_001206993,486
NR1I2,NM_022002,473
NR1I3,NM_001077482,357
NR2C1,NM_003297,603
NR2C2,NM_003298,615
NR2C2AP,NM_001300945,167
NR2E1,NM_001286102,422
NR2E3,NM_014249,410
NR2F1,NM_005654,423
NR2F2,NM_021005,414
NR2F6,NM_005234,404
NR3C1,NM_001024094,778
NR3C2,NM_000901,984
NR4A1,NM_001202234,652
NR4A2,NM_006186,598
NR4A3,NM_173200,637
NR5A1,NM_004959,461
NR5A2,NM_205860,541
NR6A1,NM_033334,480
NRAP,NM_001261463,1731
NRARP,NM_001004354,114
NRAS,NM_002524,189
NRBF2,NM_030759,287
NRBP1,NM_001321358,543
NRBP2,NM_178564,501
NRCAM,NM_001037132,1304
NRDC,NM_002525,1219
NRDE2,NM_017970,1164
NREP,NM_001142475,112
NRF1,NM_001293163,522
NRG1,NM_001322205,700
NRG2,NM_013982,858
NRG3,NM_001010848,696
NRG4,NM_138573,115
NRGN,NM_001126181,78
NRIP1,NM_003489,1158
NRIP2,NM_031474,281
NRIP3,NM_020645,241
NRK,NM_198465,1582
NRL,NM_006177,237
NRM,NM_001270707,268
NRN1,NM_001278711,168
NRN1L,NM_198443,165
NRP1,NM_003873,923
NRP2,NM_201266,931
NRROS,NM_198565,692
NRSN1,NM_080723,195
NRSN2,NM_001323680,204
NRTN,NM_004558,197
NRXN1,NM_001135659,1547
NRXN2,NM_015080,1712
NRXN3,NM_001330195,1571
NSA2,NM_014886,260
NSD1,NM_022455,2696
NSD2,NM_001042424,1365
NSD3,NM_023034,1437
NSDHL,NM_001129765,373
NSF,NM_006178,744
NSFL1C,NM_016143,370
NSG1,NM_001040101,185
NSG2,NM_015980,171
NSL1,NM_015471,281
NSMAF,NM_001144772,948
NSMCE1,NM_145080,266
NSMCE2,NM_001349485,247
NSMCE3,NM_138704,304
NSMCE4A,NM_017615,385
NSMF,NM_001130969,530
NSRP1,NM_032141,558
NSUN2,NM_017755,767
NSUN3,NM_022072,340
NSUN4,NM_199044,384
NSUN5,NM_001168347,470
NSUN6,NM_182543,469
NSUN7,NM_024677,718
NT5C,NM_014595,201
NT5C1A,NM_032526,368
NT5C1B,NM_001199087,627
NT5C1B-RDH14,NM_001199103,650
NT5C2,NM_001351170,569
NT5C3A,NM_001002010,331
NT5C3B,NM_052935,300
NT5DC1,NM_152729,455
NT5DC2,NM_001134231,557
NT5DC3,NM_001031701,548
NT5DC4,NM_001350494,428
NT5E,NM_002526,574
NT5M,NM_020201,228
NTAN1,NM_173474,310
NTF3,NM_001102654,270
NTF4,NM_006179,210
NTHL1,NM_002528,304
NTM,NM_001144058,355
NTMT1,NM_001286796,223
NTN1,NM_004822,604
NTN3,NM_006181,580
NTN4,NM_021229,628
NTN5,NM_145807,489
NTNG1,NM_001113226,539
NTNG2,NM_032536,530
NTPCR,NM_032324,190
NTRK1,NM_002529,796
NTRK2,NM_006180,838
NTRK3,NM_001012338,839
NTS,NM_006183,170
NTSR1,NM_002531,418
NTSR2,NM_012344,410
NUAK1,NM_014840,661
NUAK2,NM_030952,628
NUB1,NM_001243351,639
NUBP1,NM_002484,320
NUBP2,NM_012225,271
NUBPL,NM_025152,319
NUCB1,NM_006184,461
NUCB2,NM_005013,420
NUCKS1,NM_022731,243
NUDC,NM_006600,331
NUDCD1,NM_032869,583
NUDCD2,NM_145266,157
NUDCD3,NM_015332,361
NUDT1,NM_198949,179
NUDT10,NM_001304963,164
NUDT11,NM_018159,164
NUDT12,NM_031438,462
NUDT13,NM_015901,352
NUDT14,NM_177533,222
NUDT15,NM_018283,164
NUDT16,NM_001171906,227
NUDT16L1,NM_032349,211
NUDT17,NM_001012758,328
NUDT18,NM_024815,323
NUDT19,NM_001105570,375
NUDT2,NM_001161,147
NUDT21,NM_007006,227
NUDT22,NM_001128612,303
NUDT3,NM_006703,172
NUDT4,NM_199040,181
NUDT5,NM_014142,219
NUDT6,NM_007083,316
NUDT7,NM_001105663,238
NUDT8,NM_001243750,236
NUDT9,NM_024047,350
NUF2,NM_031423,464
NUFIP1,NM_012345,495
NUFIP2,NM_020772,695
NUGGC,NM_001010906,796
NUMA1,NM_006185,2115
NUMB,NM_001005743,651
NUMBL,NM_004756,609
NUP107,NM_020401,925
NUP133,NM_018230,1156
NUP153,NM_001278209,1506
NUP155,NM_153485,1391
NUP160,NM_015231,1436
NUP188,NM_015354,1749
NUP205,NM_015135,2012
NUP210,NM_024923,1887
NUP210L,NM_207308,1888
NUP214,NM_005085,2090
NUP35,NM_138285,326
NUP37,NM_024057,326
NUP42,NM_007342,423
NUP43,NM_198887,380
NUP50,NM_007172,468
NUP54,NM_017426,507
NUP58,NM_014089,599
NUP62,NM_001193357,522
NUP62CL,NM_017681,184
NUP85,NM_024844,656
NUP88,NM_001320653,757
NUP93,NM_014669,819
NUP98,NM_016320,1800
NUPR1,NM_001042483,100
NUPR2,NM_001145712,97
NUS1,NM_138459,293
NUSAP1,NM_016359,441
NUTF2,NM_001322038,127
NUTM1,NM_001284292,1160
NUTM2A,NM_001099338,878
NUTM2B,NM_001278495,878
NUTM2D,NM_001009610,557
NUTM2F,NM_017561,756
NUTM2G,NM_001170741,741
NVL,NM_002533,856
NWD1,NM_001007525,1432
NWD2,NM_001144990,1742
NXF1,NM_006362,619
NXF2,NM_022053,626
NXF2B,NM_001099686,626
NXF3,NM_022052,531
NXF5,NM_032946,365
NXN,NM_022463,435
NXNL1,NM_138454,212
NXNL2,NM_001161625,156
NXPE1,NM_152315,405
NXPE2,NM_182495,559
NXPE3,NM_001134456,559
NXPE4,NM_001077639,544
NXPH1,NM_152745,271
NXPH2,NM_007226,264
NXPH3,NM_007225,252
NXPH4,NM_007224,308
NXT1,NM_013248,140
NXT2,NM_018698,197
NYAP1,NM_173564,841
NYAP2,NM_020864,653
NYNRIN,NM_025081,1898
NYX,NM_022567,481
OAF,NM_178507,273
OARD1,NM_001329684,152
OAS1,NM_001032409,414
OAS2,NM_016817,719
OAS3,NM_006187,1087
OASL,NM_003733,514
OAT,NM_000274,439
OBI1,NM_024546,726
OBP2A,NM_001293189,228
OBP2B,NM_001288987,170
OBSCN,NM_001271223,8923
OBSL1,NM_015311,1896
OC90,NM_001080399,477
OCA2,NM_000275,838
OCEL1,NM_024578,264
OCIAD1,NM_001168254,250
OCIAD2,NM_001014446,154
OCLM,NM_022375,44
OCLN,NM_001205254,522
OCM,NM_001097622,109
OCM2,NM_006188,109
OCRL,NM_001318784,902
OCSTAMP,NM_080721,566
ODAM,NM_017855,279
ODAPH,NM_001206981,176
ODC1,NM_001287189,461
ODF1,NM_024410,250
ODF2,NM_001351577,964
ODF2L,NM_001007022,636
ODF3,NM_053280,254
ODF3B,NM_001014440,253
ODF3L1,NM_175881,274
ODF3L2,NM_182577,289
ODF4,NM_153007,257
ODR4,NM_017847,454
OFD1,NM_003611,1012
OGA,NM_012215,916
OGDH,NM_002541,1023
OGDHL,NM_001347819,1010
OGFOD1,NM_018233,542
OGFOD2,NM_001304833,350
OGFOD3,NM_175902,331
OGFR,NM_007346,677
OGFRL1,NM_001324266,452
OGG1,NM_016821,424
OGN,NM_024416,356
OGT,NM_181672,1046
OIP5,NM_007280,229
OIT3,NM_152635,545
OLA1,NM_013341,396
OLAH,NM_018324,318
OLFM1,NM_001282611,485
OLFM2,NM_001304347,478
OLFM3,NM_001288821,478
OLFM4,NM_006418,510
OLFML1,NM_198474,402
OLFML2A,NM_182487,652
OLFML2B,NM_001347700,752
OLFML3,NM_020190,406
OLIG1,NM_138983,271
OLIG2,NM_005806,323
OLIG3,NM_175747,272
OLR1,NM_002543,273
OMA1,NM_145243,524
OMD,NM_005014,421
OMG,NM_002544,440
OMP,NM_006189,163
ONECUT1,NM_004498,465
ONECUT2,NM_004852,504
ONECUT3,NM_001080488,494
OOEP,NM_001080507,149
OOSP2,NM_173801,158
OPA1,NM_130837,1015
OPA3,NM_001017989,180
OPALIN,NM_033207,141
OPCML,NM_001319103,354
OPHN1,NM_002547,802
OPLAH,NM_017570,1288
OPN1LW,NM_020061,364
OPN1MW,NM_000513,364
OPN1MW2,NM_001048181,364
OPN1MW3,NM_001330067,364
OPN1SW,NM_001708,348
OPN3,NM_014322,402
OPN4,NM_001030015,489
OPN5,NM_181744,354
OPRD1,NM_000911,372
OPRK1,NM_000912,380
OPRL1,NM_000913,370
OPRM1,NM_001145279,493
OPRPN,NM_021225,248
OPTC,NM_014359,332
OPTN,NM_001008211,577
OR10A2,NM_001004460,303
OR10A3,NM_001003745,314
OR10A4,NM_207186,315
OR10A5,NM_178168,317
OR10A6,NM_001004461,314
OR10A7,NM_001005280,316
OR10AD1,NM_001004134,317
OR10AG1,NM_001005491,301
OR10C1,NM_013941,312
OR10G2,NM_001005466,310
OR10G3,NM_001005465,313
OR10G4,NM_001004462,311
OR10G7,NM_001004463,311
OR10G8,NM_001004464,311
OR10G9,NM_001001953,311
OR10H1,NM_013940,318
OR10H2,NM_013939,315
OR10H3,NM_013938,316
OR10H4,NM_001004465,316
OR10H5,NM_001004466,315
OR10J1,NM_012351,309
OR10J3,NM_001004467,329
OR10J5,NM_001004469,309
OR10K1,NM_001004473,313
OR10K2,NM_001004476,312
OR10P1,NM_206899,313
OR10Q1,NM_001004471,319
OR10R2,NM_001004472,335
OR10S1,NM_001004474,331
OR10T2,NM_001004475,314
OR10V1,NM_001005324,309
OR10W1,NM_207374,305
OR10X1,NM_001004477,326
OR10Z1,NM_001004478,313
OR11A1,NM_013937,315
OR11G2,NM_001005503,345
OR11H1,NM_001005239,326
OR11H12,NM_001013354,326
OR11H2,NM_001197287,326
OR11H4,NM_001004479,324
OR11H6,NM_001004480,330
OR11L1,NM_001001959,322
OR12D2,NM_013936,307
OR12D3,NM_030959,316
OR13A1,NM_001004297,328
OR13C2,NM_001004481,318
OR13C3,NM_001001961,347
OR13C4,NM_001001919,318
OR13C5,NM_001004482,318
OR13C8,NM_001004483,320
OR13C9,NM_001001956,318
OR13D1,NM_001004484,346
OR13F1,NM_001004485,319
OR13G1,NM_001005487,307
OR13H1,NM_001004486,308
OR13J1,NM_001004487,312
OR14A16,NM_001001966,309
OR14C36,NM_001001918,312
OR14I1,NM_001004734,311
OR14J1,NM_030946,321
OR1A1,NM_014565,309
OR1A2,NM_012352,309
OR1B1,NM_001004450,318
OR1C1,NM_012353,314
OR1D2,NM_002548,312
OR1D5,NM_014566,312
OR1E1,NM_003553,314
OR1E2,NM_003554,323
OR1F1,NM_012360,312
OR1G1,NM_003555,313
OR1I1,NM_001004713,355
OR1J1,NM_001004451,322
OR1J2,NM_054107,313
OR1J4,NM_001004452,313
OR1K1,NM_080859,316
OR1L1,NM_001005236,310
OR1L3,NM_001005234,324
OR1L4,NM_001005235,311
OR1L6,NM_001004453,311
OR1L8,NM_001004454,309
OR1M1,NM_001004456,313
OR1N1,NM_012363,311
OR1N2,NM_001004457,316
OR1Q1,NM_012364,314
OR1S1,NM_001004458,325
OR1S2,NM_001004459,325
OR2A1,NM_001005287,310
OR2A12,NM_001004135,310
OR2A14,NM_001001659,310
OR2A2,NM_001005480,318
OR2A25,NM_001004488,310
OR2A4,NM_030908,310
OR2A42,NM_001001802,310
OR2A5,NM_012365,311
OR2A7,NM_001005328,310
OR2AE1,NM_001005276,323
OR2AG1,NM_001004489,316
OR2AG2,NM_001004490,316
OR2AK2,NM_001004491,335
OR2AP1,NM_001258285,309
OR2AT4,NM_001005285,320
OR2B11,NM_001004492,317
OR2B2,NM_033057,357
OR2B3,NM_001005226,313
OR2B6,NM_012367,313
OR2C1,NM_012368,312
OR2C3,NM_198074,320
OR2D2,NM_003700,308
OR2D3,NM_001004684,330
OR2F1,NM_012369,317
OR2F2,NM_001004685,317
OR2G2,NM_001001915,317
OR2G3,NM_001001914,309
OR2G6,NM_001013355,316
OR2H1,NM_001318014,316
OR2H2,NM_007160,312
OR2J1,NM_001348294,312
OR2J2,NM_030905,312
OR2J3,NM_001005216,311
OR2K2,NM_205859,316
OR2L13,NM_001304535,312
OR2L2,NM_001004686,312
OR2L3,NM_001004687,312
OR2L5,NM_001258284,312
OR2L8,NM_001001963,312
OR2M2,NM_001004688,347
OR2M3,NM_001004689,312
OR2M4,NM_017504,311
OR2M5,NM_001004690,312
OR2M7,NM_001004691,312
OR2S2,NM_019897,319
OR2T1,NM_030904,369
OR2T10,NM_001004693,312
OR2T11,NM_001001964,316
OR2T12,NM_001004692,320
OR2T2,NM_001004136,324
OR2T27,NM_001001824,317
OR2T29,NM_001004694,315
OR2T3,NM_001005495,318
OR2T33,NM_001004695,320
OR2T34,NM_001001821,318
OR2T35,NM_001001827,323
OR2T4,NM_001004696,348
OR2T5,NM_001004697,315
OR2T6,NM_001005471,308
OR2T8,NM_001005522,312
OR2V1,NM_001258283,315
OR2V2,NM_206880,315
OR2W1,NM_030903,320
OR2W3,NM_001001957,314
OR2W5,NM_001004698,320
OR2Y1,NM_001001657,311
OR2Z1,NM_001004699,314
OR3A1,NM_002550,315
OR3A2,NM_002551,321
OR3A3,NM_012373,321
OR4A15,NM_001005275,344
OR4A16,NM_001005274,328
OR4A47,NM_001005512,309
OR4A5,NM_001005272,315
OR4B1,NM_001005470,309
OR4C11,NM_001004700,310
OR4C12,NM_001005270,309
OR4C13,NM_001001955,309
OR4C15,NM_001001920,316
OR4C16,NM_001004701,310
OR4C3,NM_001004702,302
OR4C46,NM_001004703,309
OR4C5,NM_001348223,326
OR4C6,NM_001004704,309
OR4D1,NM_012374,310
OR4D10,NM_001004705,311
OR4D11,NM_001004706,311
OR4D2,NM_001004707,307
OR4D5,NM_001001965,318
OR4D6,NM_001004708,314
OR4D9,NM_001004711,314
OR4E2,NM_001001912,313
OR4F15,NM_001001674,312
OR4F17,NM_001005240,305
OR4F21,NM_001005504,312
OR4F4,NM_001004195,305
OR4F6,NM_001005326,312
OR4K1,NM_001004063,311
OR4K13,NM_001004714,304
OR4K14,NM_001004712,310
OR4K15,NM_001005486,348
OR4K17,NM_001004715,315
OR4K2,NM_001005501,314
OR4K5,NM_001005483,323
OR4L1,NM_001004717,312
OR4M1,NM_001005500,313
OR4M2,NM_001004719,313
OR4N2,NM_001004723,307
OR4N4,NM_001005241,316
OR4N5,NM_001004724,308
OR4P4,NM_001004124,312
OR4Q2,NM_001348271,313
OR4Q3,NM_172194,313
OR4S1,NM_001004725,309
OR4S2,NM_001004059,311
OR4X1,NM_001004726,305
OR4X2,NM_001004727,303
OR51A2,NM_001004748,313
OR51A4,NM_001005329,313
OR51A7,NM_001004749,312
OR51B2,NM_033180,312
OR51B4,NM_033179,310
OR51B5,NM_001005567,312
OR51B6,NM_001004750,312
OR51D1,NM_001004751,324
OR51E1,NM_152430,318
OR51E2,NM_030774,320
OR51F1,NM_001004752,319
OR51F2,NM_001004753,330
OR51G1,NM_001005237,321
OR51G2,NM_001005238,314
OR51H1,NM_001348291,302
OR51I1,NM_001005288,314
OR51I2,NM_001004754,312
OR51J1,NM_001348224,316
OR51L1,NM_001004755,315
OR51M1,NM_001004756,326
OR51Q1,NM_001004757,317
OR51S1,NM_001004758,323
OR51T1,NM_001004759,327
OR51V1,NM_001004760,321
OR52A1,NM_012375,312
OR52A5,NM_001005160,316
OR52B2,NM_001004052,323
OR52B4,NM_001005161,314
OR52B6,NM_001005162,335
OR52D1,NM_001005163,318
OR52E2,NM_001005164,325
OR52E4,NM_001005165,312
OR52E6,NM_001005167,313
OR52E8,NM_001005168,317
OR52H1,NM_001005289,320
OR52I1,NM_001005169,324
OR52I2,NM_001005170,350
OR52J3,NM_001001916,311
OR52K1,NM_001005171,314
OR52K2,NM_001005172,314
OR52L1,NM_001005173,329
OR52M1,NM_001004137,317
OR52N1,NM_001001913,320
OR52N2,NM_001005174,321
OR52N4,NM_001005175,321
OR52N5,NM_001001922,324
OR52R1,NM_001005177,315
OR52W1,NM_001005178,320
OR52Z1,NM_001348257,298
OR56A1,NM_001001917,318
OR56A3,NM_001003443,315
OR56A4,NM_001005179,313
OR56A5,NM_001146033,313
OR56B1,NM_001005180,324
OR56B4,NM_001005181,319
OR5A1,NM_001004728,315
OR5A2,NM_001001954,324
OR5AC2,NM_054106,309
OR5AK2,NM_001005323,309
OR5AN1,NM_001004729,311
OR5AP2,NM_001002925,316
OR5AR1,NM_001004730,310
OR5AS1,NM_001001921,324
OR5AU1,NM_001004731,311
OR5B12,NM_001004733,314
OR5B17,NM_001005489,314
OR5B2,NM_001005566,309
OR5B21,NM_001005218,309
OR5B3,NM_001005469,314
OR5C1,NM_001001923,320
OR5D13,NM_001001967,314
OR5D14,NM_001004735,314
OR5D16,NM_001005496,328
OR5D18,NM_001001952,313
OR5F1,NM_003697,314
OR5H1,NM_001005338,313
OR5H14,NM_001005514,310
OR5H15,NM_001005515,313
OR5H2,NM_001005482,314
OR5H6,NM_001005479,309
OR5I1,NM_006637,314
OR5J2,NM_001005492,312
OR5K1,NM_001004736,308
OR5K2,NM_001004737,316
OR5K3,NM_001005516,321
OR5K4,NM_001005517,321
OR5L1,NM_001004738,311
OR5L2,NM_001004739,311
OR5M1,NM_001004740,315
OR5M10,NM_001004741,315
OR5M11,NM_001005245,305
OR5M3,NM_001004742,307
OR5M8,NM_001005282,311
OR5M9,NM_001004743,310
OR5P2,NM_153444,322
OR5P3,NM_153445,311
OR5R1,NM_001004744,324
OR5T1,NM_001004745,326
OR5T2,NM_001004746,359
OR5T3,NM_001004747,340
OR5V1,NM_030876,321
OR5W2,NM_001001960,310
OR6A2,NM_003696,327
OR6B1,NM_001005281,311
OR6B2,NM_001005853,312
OR6B3,NM_173351,331
OR6C1,NM_001005182,312
OR6C2,NM_054105,312
OR6C3,NM_054104,311
OR6C4,NM_001005494,309
OR6C6,NM_001005493,314
OR6C65,NM_001005518,312
OR6C68,NM_001005519,312
OR6C70,NM_001005499,312
OR6C74,NM_001005490,312
OR6C75,NM_001005497,312
OR6C76,NM_001005183,312
OR6F1,NM_001005286,308
OR6J1,NM_001348233,347
OR6K2,NM_001005279,324
OR6K3,NM_001005327,315
OR6K6,NM_001005184,343
OR6M1,NM_001005325,313
OR6N1,NM_001005185,312
OR6N2,NM_001005278,317
OR6P1,NM_001160325,317
OR6Q1,NM_001005186,317
OR6S1,NM_001001968,331
OR6T1,NM_001005187,323
OR6V1,NM_001001667,313
OR6X1,NM_001005188,312
OR6Y1,NM_001005189,325
OR7A10,NM_001005190,309
OR7A17,NM_030901,309
OR7A5,NM_017506,319
OR7C1,NM_198944,320
OR7C2,NM_012377,319
OR7D2,NM_175883,312
OR7D4,NM_001005191,312
OR7E24,NM_001079935,339
OR7G1,NM_001005192,311
OR7G2,NM_001005193,345
OR7G3,NM_001001958,312
OR8A1,NM_001005194,309
OR8B12,NM_001005195,310
OR8B2,NM_001005468,313
OR8B3,NM_001005467,313
OR8B4,NM_001005196,309
OR8B8,NM_012378,311
OR8D1,NM_001002917,308
OR8D2,NM_001002918,311
OR8D4,NM_001005197,314
OR8G2P,NM_001291438,304
OR8G5,NM_001005198,346
OR8H1,NM_001005199,311
OR8H2,NM_001005200,312
OR8H3,NM_001005201,312
OR8I2,NM_001003750,310
OR8J1,NM_001005205,316
OR8J3,NM_001004064,315
OR8K1,NM_001002907,319
OR8K3,NM_001005202,312
OR8K5,NM_001004058,307
OR8S1,NM_001005203,359
OR8U1,NM_001005204,309
OR9A2,NM_001001658,310
OR9A4,NM_001001656,314
OR9G1,NM_001005213,305
OR9G4,NM_001005284,327
OR9G9,NM_001013358,305
OR9I1,NM_001005211,314
OR9K2,NM_001005243,335
OR9Q1,NM_001005212,310
OR9Q2,NM_001005283,314
ORAI1,NM_032790,301
ORAI2,NM_001126340,254
ORAI3,NM_152288,295
ORC1,NM_001190818,861
ORC2,NM_006190,577
ORC3,NM_181837,712
ORC4,NM_001190879,436
ORC5,NM_002553,435
ORC6,NM_014321,252
ORM1,NM_000607,201
ORM2,NM_000608,201
ORMDL1,NM_001128150,153
ORMDL2,NM_014182,153
ORMDL3,NM_001320801,153
OS9,NM_006812,667
OSBP,NM_002556,807
OSBP2,NM_030758,916
OSBPL10,NM_017784,764
OSBPL11,NM_022776,747
OSBPL1A,NM_080597,950
OSBPL2,NM_144498,480
OSBPL3,NM_015550,887
OSBPL5,NM_020896,879
OSBPL6,NM_001201480,959
OSBPL7,NM_145798,842
OSBPL8,NM_020841,889
OSBPL9,NM_148909,746
OSCAR,NM_206818,286
OSCP1,NM_001330493,389
OSER1,NM_016470,292
OSGEP,NM_017807,335
OSGEPL1,NM_022353,414
